ecrivain,ecrivainLabel,nationaliteLabel,dateNaissance,dateMort,lieuNaissanceLabel,lieuDecesLabel,GeolocLieuNaissance,GeolocLieuDeces
http://www.wikidata.org/entity/Q458240,Jessica Anderson,Australie,1916-09-25T00:00:00Z,2010-07-09T00:00:00Z,Queensland,Sydney,Point(143.0 -23.0),Point(151.2 -33.866666666)
http://www.wikidata.org/entity/Q249164,Abeozen,France,1896-02-20T00:00:00Z,1963-06-03T00:00:00Z,Saint-Sauveur,La Baule-Escoublac,Point(-4.003333333 48.448333333),Point(-2.392222222 47.285833333)
http://www.wikidata.org/entity/Q466650,Marguerite Audoux,France,1863-07-07T00:00:00Z,1937-01-31T00:00:00Z,Sancoins,Saint-Raphaël,Point(2.918888888 46.831944444),Point(6.767777777 43.424722222)
http://www.wikidata.org/entity/Q458822,Susanna Rowson,États-Unis,1762-01-01T00:00:00Z,1824-03-02T00:00:00Z,Portsmouth,Boston,Point(-1.088888888 50.795277777),Point(-71.061666666 42.357777777)
http://www.wikidata.org/entity/Q250539,Edward Bunker,États-Unis,1933-12-31T00:00:00Z,2005-07-19T00:00:00Z,Hollywood,Burbank,Point(-118.333333333 34.1),Point(-118.328333333 34.180277777)
http://www.wikidata.org/entity/Q465721,Andrée Chedid,Égypte,1920-03-20T00:00:00Z,2011-02-06T00:00:00Z,Le Caire,Paris,Point(31.239444444 30.056111111),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q465242,Elizabeth Hardwick,États-Unis,1916-07-27T00:00:00Z,2007-12-02T00:00:00Z,Lexington,Manhattan,Point(-84.494722222 38.029722222),Point(-73.994166666 40.728333333)
http://www.wikidata.org/entity/Q460430,Saeko Himuro,Japon,1957-01-11T00:00:00Z,2008-06-06T00:00:00Z,Iwamizawa,Tokyo,Point(141.775833333 43.196111111),Point(139.77 35.68)
http://www.wikidata.org/entity/Q464422,Marie-Catherine de Villedieu,France,1640-01-01T00:00:00Z,1683-10-20T00:00:00Z,Alençon,Saint-Rémy-du-Val,Point(0.091944444 48.429722222),Point(0.254722222 48.349722222)
http://www.wikidata.org/entity/Q458658,Lord Dunsany,Royaume-Uni,1878-07-24T00:00:00Z,1957-10-25T00:00:00Z,Londres,Dublin,Point(-0.1275 51.507222222),Point(-6.265833333 53.3425)
http://www.wikidata.org/entity/Q458240,Jessica Anderson,Australie,1916-09-25T00:00:00Z,2010-07-09T00:00:00Z,Gayndah,Sydney,Point(151.6 -25.633333333),Point(151.2 -33.866666666)
http://www.wikidata.org/entity/Q462810,Marie Cardinal,France,1929-03-09T00:00:00Z,2001-05-09T00:00:00Z,Alger,Valréas,Point(3.058611111 36.776388888),Point(4.990277777 44.384166666)
http://www.wikidata.org/entity/Q460323,Lois Duncan,États-Unis,1934-04-28T00:00:00Z,2016-06-15T00:00:00Z,Philadelphie,Bradenton,Point(-75.163333333 39.953055555),Point(-82.583333333 27.483333333)
http://www.wikidata.org/entity/Q462583,André Pieyre de Mandiargues,France,1909-03-14T00:00:00Z,1991-12-13T00:00:00Z,Paris,Paris,Point(2.351827777 48.856577777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q466068,Ethel Lilian Voynich,Royaume-Uni,1864-05-11T00:00:00Z,1960-07-27T00:00:00Z,Ballintemple,New York,Point(-8.433333333 51.9),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q458559,André Léo,France,1824-08-18T00:00:00Z,1900-05-20T00:00:00Z,Lusignan,Paris,Point(0.122777777 46.434722222),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q460952,Charles Nordhoff,États-Unis,1887-02-01T00:00:00Z,1947-04-10T00:00:00Z,Londres,Montecito,Point(-0.1275 51.507222222),Point(-119.631944444 34.433611111)
http://www.wikidata.org/entity/Q251038,Peter George,Royaume-Uni,1924-03-24T00:00:00Z,1966-06-01T00:00:00Z,pays de Galles,Hastings,Point(-3.637848 52.349602),Point(0.57 50.85)
http://www.wikidata.org/entity/Q249544,Arthur Hailey,Canada,1920-04-05T00:00:00Z,2004-11-24T00:00:00Z,Luton,New Providence,Point(-0.433333333 51.9),Point(-77.404166666 25.031944444)
http://www.wikidata.org/entity/Q461310,Julia Kavanagh,Royaume-Uni,1824-01-07T00:00:00Z,1877-10-28T00:00:00Z,Thurles,Nice,Point(-7.814369 52.67888),Point(7.268333333 43.701944444)
http://www.wikidata.org/entity/Q463883,Frances Marion,États-Unis,1888-11-18T00:00:00Z,1973-05-12T00:00:00Z,San Francisco,Los Angeles,Point(-122.433333 37.766667),Point(-118.25 34.05)
http://www.wikidata.org/entity/Q249496,May French Sheldon,États-Unis,1847-05-10T00:00:00Z,1936-02-10T00:00:00Z,Bridgewater,Londres,Point(-80.2967 40.7039),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q461845,Michio Takeyama,Japon,1903-07-17T00:00:00Z,1984-06-15T00:00:00Z,Préfecture d'Osaka,Kamakura,Point(135.52 34.686388888),Point(139.550277777 35.315833333)
http://www.wikidata.org/entity/Q460425,Anita Shreve,États-Unis,1946-10-07T00:00:00Z,2018-03-29T00:00:00Z,Dedham,Newfields,Point(-71.1667 42.2417),Point(-70.93839 43.03703)
http://www.wikidata.org/entity/Q461853,Takayama Chogyū,Japon,1871-02-28T00:00:00Z,1902-12-24T00:00:00Z,Tsuruoka,Chigasaki,Point(139.821666666 38.721666666),Point(139.404722222 35.333888888)
http://www.wikidata.org/entity/Q463975,Cornelius Ryan,Irlande,1920-06-05T00:00:00Z,1974-11-23T00:00:00Z,Dublin,New York,Point(-6.265833333 53.3425),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q460245,Kate O'Mara,Royaume-Uni,1939-08-10T00:00:00Z,2014-03-30T00:00:00Z,Leicester,Sussex,Point(-1.133333333 52.633333333),Point(0.0 51.0)
http://www.wikidata.org/entity/Q460425,Anita Shreve,États-Unis,1946-10-07T00:00:00Z,2018-03-29T00:00:00Z,Dedham,Newfields,Point(-71.16616 42.24177),Point(-70.93839 43.03703)
http://www.wikidata.org/entity/Q465624,Jessie Redmon Fauset,États-Unis,1882-04-27T00:00:00Z,1961-04-30T00:00:00Z,comté de Camden,Philadelphie,Point(-74.96 39.8),Point(-75.163333333 39.953055555)
http://www.wikidata.org/entity/Q464409,Sophie Cottin,France,1770-03-22T00:00:00Z,1807-08-25T00:00:00Z,Tonneins,Paris,Point(0.308333333 44.389722222),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q970715,Nicolas-Germain Léonard,France,1744-03-16T00:00:00Z,1793-01-26T00:00:00Z,Guadeloupe,Nantes,Point(-61.583333333 16.25),Point(-1.553888888 47.217222222)
http://www.wikidata.org/entity/Q462953,Ken’ichi Yoshida,Japon,1912-04-01T00:00:00Z,1977-08-03T00:00:00Z,Tokyo,Yokohama,Point(139.77 35.68),Point(139.633333333 35.433333333)
http://www.wikidata.org/entity/Q462649,Mohammed Dib,Algérie,1920-07-21T00:00:00Z,2003-05-02T00:00:00Z,Tlemcen,Paris,Point(-1.316666666 34.882777777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q970120,Hayashi Fusao,Japon,1903-05-30T00:00:00Z,1975-10-09T00:00:00Z,Préfecture d'Ōita,Kamakura,Point(131.612605555 33.238186111),Point(139.550277777 35.315833333)
http://www.wikidata.org/entity/Q463883,Frances Marion,États-Unis,1888-11-18T00:00:00Z,1973-05-12T00:00:00Z,San Francisco,Los Angeles,Point(-122.433333 37.766667),Point(-118.24368 34.05223)
http://www.wikidata.org/entity/Q463233,Laurens van der Post,Afrique du Sud,1906-12-13T00:00:00Z,1996-12-16T00:00:00Z,Philippolis,Londres,Point(25.283333333 -30.266666666),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q461957,Violet Trefusis,Royaume-Uni,1894-06-06T00:00:00Z,1972-02-29T00:00:00Z,Londres,Florence,Point(-0.1275 51.507222222),Point(11.254166666 43.771388888)
http://www.wikidata.org/entity/Q460288,Ishizuka Tomoji,Japon,1906-09-20T00:00:00Z,1984-02-08T00:00:00Z,Préfecture de Niigata,Kamakura,Point(138.866666666 37.616666666),Point(139.550277777 35.315833333)
http://www.wikidata.org/entity/Q458686,Helen Churchill Candee,États-Unis,1858-10-05T00:00:00Z,1949-08-23T00:00:00Z,New York,York Harbor,Point(-73.94 40.67),Point(-70.6472 43.1425)
http://www.wikidata.org/entity/Q458336,Barry Hannah,États-Unis,1942-04-23T00:00:00Z,2010-03-01T00:00:00Z,Meridian,Oxford,Point(-88.704166666 32.374722222),Point(-89.5261 34.3597)
http://www.wikidata.org/entity/Q248244,Tamiki Hara,Japon,1905-11-15T00:00:00Z,1951-03-13T00:00:00Z,Hiroshima,Tokyo,Point(132.455277777 34.385277777),Point(139.774444 35.683889)
http://www.wikidata.org/entity/Q460191,Nellie McClung,Canada,1873-10-20T00:00:00Z,1951-09-01T00:00:00Z,Q5087812,Victoria,Point(-80.866666666 44.383333333),Point(-123.3657 48.422151)
http://www.wikidata.org/entity/Q460366,Mary Roberts Rinehart,États-Unis,1876-08-12T00:00:00Z,1958-09-22T00:00:00Z,Pittsburgh,New York,Point(-79.99589 40.44062),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q969321,Fortuné du Boisgobey,France,1821-09-11T00:00:00Z,1891-02-26T00:00:00Z,Granville,Paris,Point(-1.586944444 48.838055555),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q465216,Margaret Landon,États-Unis,1903-09-07T00:00:00Z,1993-12-04T00:00:00Z,Wisconsin,Alexandria,Point(-89.5 44.5),Point(-77.047222222 38.804722222)
http://www.wikidata.org/entity/Q460861,John Cleland,Royaume-Uni,1709-09-24T00:00:00Z,1789-01-23T00:00:00Z,Kingston upon Thames,cité de Westminster,Point(-0.2995 51.4103),Point(-0.133333333 51.5)
http://www.wikidata.org/entity/Q964037,Janwillem van de Wetering,États-Unis,1931-02-12T00:00:00Z,2008-07-04T00:00:00Z,Rotterdam,Blue Hill,Point(4.479166666 51.930833333),Point(-68.5867 44.4139)
http://www.wikidata.org/entity/Q966340,Meyer Levin,États-Unis,1905-10-07T00:00:00Z,1981-07-09T00:00:00Z,Chicago,Israël,Point(-87.65 41.9),Point(35.0 31.0)
http://www.wikidata.org/entity/Q961328,Daniel Mainwaring,États-Unis,1902-07-02T00:00:00Z,1977-01-31T00:00:00Z,Oakland,Los Angeles,Point(-122.25 37.8),Point(-118.25 34.05)
http://www.wikidata.org/entity/Q525710,Helen Maria Williams,Royaume-Uni,1759-06-17T00:00:00Z,1827-12-15T00:00:00Z,Londres,Paris,Point(-0.1275 51.507222222),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q938005,John P. Kennedy,États-Unis,1795-10-25T00:00:00Z,1870-08-18T00:00:00Z,Baltimore,Newport,Point(-76.615 39.286388888),Point(-71.312622 41.488002)
http://www.wikidata.org/entity/Q951963,Joel Townsley Rogers,États-Unis,1896-11-22T00:00:00Z,1984-10-01T00:00:00Z,Sedalia,Washington,Point(-93.231111111 38.703055555),Point(-77.036666666 38.895)
http://www.wikidata.org/entity/Q965359,Saint-Georges de Bouhélier,France,1876-05-19T00:00:00Z,1947-01-01T00:00:00Z,Rueil-Malmaison,Montreux,Point(2.188333333 48.877777777),Point(6.916666666 46.433333333)
http://www.wikidata.org/entity/Q938844,William Lindsay Gresham,États-Unis,1909-08-20T00:00:00Z,1962-09-14T00:00:00Z,Baltimore,Manhattan,Point(-76.615 39.286388888),Point(-73.994166666 40.728333333)
http://www.wikidata.org/entity/Q956400,Donald Keyhoe,États-Unis,1897-06-20T00:00:00Z,1988-11-29T00:00:00Z,Ottumwa,New Market (Virginie),Point(-92.4113 41.02001),Point(-78.67141 38.6479)
http://www.wikidata.org/entity/Q945929,James Leo Herlihy,États-Unis,1927-02-27T00:00:00Z,1993-10-21T00:00:00Z,Détroit,Los Angeles,Point(-83.0475 42.331666666),Point(-118.24368 34.05223)
http://www.wikidata.org/entity/Q959875,Héctor Tizón,Argentine,1929-10-21T00:00:00Z,2012-07-30T00:00:00Z,Q6169692,San Salvador de Jujuy,Point(-65.3833 -24.1167),Point(-65.299444444 -24.185555555)
http://www.wikidata.org/entity/Q961328,Daniel Mainwaring,États-Unis,1902-07-02T00:00:00Z,1977-01-31T00:00:00Z,Oakland,Los Angeles,Point(-122.25 37.8),Point(-118.24368 34.05223)
http://www.wikidata.org/entity/Q964776,Lucien Rebatet,France,1903-11-15T00:00:00Z,1972-08-24T00:00:00Z,Moras-en-Valloire,Moras-en-Valloire,Point(4.993333333 45.290277777),Point(4.993333333 45.290277777)
http://www.wikidata.org/entity/Q526709,William Dean Howells,États-Unis,1837-03-01T00:00:00Z,1920-05-11T00:00:00Z,Ohio,New York,Point(-82.5 40.5),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q965456,George MacDonald Fraser,Royaume-Uni,1925-04-02T00:00:00Z,2008-01-02T00:00:00Z,Carlisle,île de Man,Point(-2.95 54.883333333),Point(-4.5 54.25)
http://www.wikidata.org/entity/Q964037,Janwillem van de Wetering,Pays-Bas,1931-03-12T00:00:00Z,2008-07-04T00:00:00Z,Rotterdam,Blue Hill,Point(4.479166666 51.930833333),Point(-68.5867 44.4139)
http://www.wikidata.org/entity/Q953849,Reginald Hill,Royaume-Uni,1936-04-03T00:00:00Z,2012-01-12T00:00:00Z,Hartlepool,Cumbria,Point(-1.216666666 54.683333333),Point(-3.25 54.5)
http://www.wikidata.org/entity/Q524567,Allan W. Eckert,États-Unis,1931-01-30T00:00:00Z,2011-07-07T00:00:00Z,Buffalo,Corona,Point(-78.849444444 42.904722222),Point(-117.566666666 33.866666666)
http://www.wikidata.org/entity/Q965138,Amelia E. Barr,Royaume-Uni,1831-03-29T00:00:00Z,1919-03-10T00:00:00Z,Ulverston,Richmond Hill,Point(-3.09 54.193),Point(-73.8272 40.6958)
http://www.wikidata.org/entity/Q946733,Albert Robida,France,1848-05-14T00:00:00Z,1926-10-11T00:00:00Z,Compiègne,Neuilly-sur-Seine,Point(2.822222222 49.414166666),Point(2.2675 48.887222222)
http://www.wikidata.org/entity/Q947012,Muhammad Abd-el-Rahman Barker,États-Unis,1929-11-03T00:00:00Z,2012-03-16T00:00:00Z,Spokane,Minneapolis,Point(-117.5 47.658888888),Point(-93.264166666 44.980277777)
http://www.wikidata.org/entity/Q960612,Clifford Irving,États-Unis,1930-11-05T00:00:00Z,2017-12-19T00:00:00Z,New York,Sarasota,Point(-73.94 40.67),Point(-82.535277777 27.337222222)
http://www.wikidata.org/entity/Q956187,Moacyr Scliar,Brésil,1937-03-23T00:00:00Z,2011-02-27T00:00:00Z,Porto Alegre,Porto Alegre,Point(-51.23 -30.032777777),Point(-51.23 -30.032777777)
http://www.wikidata.org/entity/Q965927,George Moore,Irlande,1852-02-24T00:00:00Z,1933-01-21T00:00:00Z,Ballyglass,Pimlico,Point(-9.38636111 54.28161111),Point(-0.1395 51.4887)
http://www.wikidata.org/entity/Q964037,Janwillem van de Wetering,États-Unis,1931-03-12T00:00:00Z,2008-07-04T00:00:00Z,Rotterdam,Blue Hill,Point(4.479166666 51.930833333),Point(-68.5867 44.4139)
http://www.wikidata.org/entity/Q956400,Donald Keyhoe,États-Unis,1897-06-20T00:00:00Z,1988-11-29T00:00:00Z,Ottumwa,New Market (Virginie),Point(-92.4113 41.02001),Point(-78.6733 38.6444)
http://www.wikidata.org/entity/Q956400,Donald Keyhoe,États-Unis,1897-06-20T00:00:00Z,1988-11-29T00:00:00Z,Ottumwa,New Market (Virginie),Point(-92.414722222 41.013055555),Point(-78.67141 38.6479)
http://www.wikidata.org/entity/Q961244,William Wells Brown,États-Unis,1814-11-06T00:00:00Z,1884-11-06T00:00:00Z,Lexington,Chelsea,Point(-84.494722222 38.029722222),Point(-71.033333333 42.391666666)
http://www.wikidata.org/entity/Q527146,Margaret Forster,Royaume-Uni,1938-05-25T00:00:00Z,2016-02-08T00:00:00Z,Carlisle,Londres,Point(-2.95 54.883333333),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q952614,Charles Dudley Warner,États-Unis,1829-09-12T00:00:00Z,1900-10-20T00:00:00Z,Massachusetts,Hartford,Point(-71.8 42.3),Point(-72.685 41.763333333)
http://www.wikidata.org/entity/Q965138,Amelia E. Barr,États-Unis,1831-03-29T00:00:00Z,1919-03-10T00:00:00Z,Ulverston,Richmond Hill,Point(-3.09 54.193),Point(-73.8272 40.6958)
http://www.wikidata.org/entity/Q941966,Robert Cedric Sherriff,Royaume-Uni,1896-06-06T00:00:00Z,1975-11-13T00:00:00Z,Richmond upon Thames,Esher,Point(-0.333333333 51.416666666),Point(-0.365 51.3691)
http://www.wikidata.org/entity/Q949829,"Lloyd Biggle, Jr.",États-Unis,1923-04-17T00:00:00Z,2002-09-12T00:00:00Z,Waterloo,Ann Arbor,Point(-92.346161 42.492436),Point(-83.730833333 42.275277777)
http://www.wikidata.org/entity/Q527146,Margaret Forster,Angleterre,1938-05-25T00:00:00Z,2016-02-08T00:00:00Z,Carlisle,Londres,Point(-2.95 54.883333333),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q961645,Tatsuo Hori,Japon,1904-12-28T00:00:00Z,1953-05-28T00:00:00Z,Tokyo,Tokyo,Point(139.77 35.68),Point(139.77 35.68)
http://www.wikidata.org/entity/Q956400,Donald Keyhoe,États-Unis,1897-06-20T00:00:00Z,1988-11-29T00:00:00Z,Ottumwa,New Market (Virginie),Point(-92.414722222 41.013055555),Point(-78.6733 38.6444)
http://www.wikidata.org/entity/Q941794,Hamlin Garland,États-Unis,1860-09-14T00:00:00Z,1940-03-04T00:00:00Z,Wisconsin,Hollywood,Point(-89.5 44.5),Point(-118.333333333 34.1)
http://www.wikidata.org/entity/Q2591160,Frank Gruber,États-Unis,1904-02-02T00:00:00Z,1969-12-09T00:00:00Z,township de Elmer,Santa Monica,Point(-92.816666666 47.076388888),Point(-118.481388888 34.021944444)
http://www.wikidata.org/entity/Q963015,Keith Waterhouse,Royaume-Uni,1929-02-06T00:00:00Z,2009-09-04T00:00:00Z,Leeds,Londres,Point(-1.549166666 53.799722222),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q944894,Morio Kita,Japon,1927-05-01T00:00:00Z,2011-10-24T00:00:00Z,Tokyo,Tokyo,Point(139.77 35.68),Point(139.774444 35.683889)
http://www.wikidata.org/entity/Q966725,Edward S. Aarons,États-Unis,1916-01-01T00:00:00Z,1975-06-16T00:00:00Z,Philadelphie,New Milford,Point(-75.163333333 39.953055555),Point(-73.4 41.583333333)
http://www.wikidata.org/entity/Q944409,Stanley G. Weinbaum,États-Unis,1902-04-04T00:00:00Z,1935-12-14T00:00:00Z,Louisville,Louisville,Point(-85.760277777 38.254166666),Point(-85.760277777 38.254166666)
http://www.wikidata.org/entity/Q937610,Edward Abbey,États-Unis,1927-01-29T00:00:00Z,1989-03-14T00:00:00Z,Home,Tucson,Point(-79.106111111 40.739444444),Point(-110.926388888 32.221666666)
http://www.wikidata.org/entity/Q942980,Julius Zeyer,Autriche-Hongrie,1841-04-26T00:00:00Z,1901-01-29T00:00:00Z,Prague,Prague,Point(14.421388888 50.088611111),Point(14.421388888 50.088611111)
http://www.wikidata.org/entity/Q961221,Xavier Herbert,Australie,1901-05-15T00:00:00Z,1984-11-10T00:00:00Z,Geraldton,Alice Springs,Point(114.614444444 -28.779166666),Point(133.866666666 -23.7)
http://www.wikidata.org/entity/Q952452,Mary Augusta Ward,Royaume-Uni,1851-06-11T00:00:00Z,1920-03-24T00:00:00Z,Hobart,Londres,Point(147.316666666 -42.883333333),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q947986,Ward Moore,États-Unis,1903-08-10T00:00:00Z,1978-01-28T00:00:00Z,New York,Pacific Grove,Point(-73.94 40.67),Point(-121.921111111 36.619166666)
http://www.wikidata.org/entity/Q525235,Andy Adams,États-Unis,1859-05-03T00:00:00Z,1935-09-26T00:00:00Z,comté de Whitley,Colorado Springs,Point(-85.5 41.14),Point(-104.791944444 38.863333333)
http://www.wikidata.org/entity/Q937000,Cordwainer Smith,États-Unis,1913-07-11T00:00:00Z,1966-08-06T00:00:00Z,Milwaukee,Baltimore,Point(-87.95 43.05),Point(-76.615 39.286388888)
http://www.wikidata.org/entity/Q961328,Daniel Mainwaring,États-Unis,1902-07-22T00:00:00Z,1977-01-31T00:00:00Z,Oakland,Los Angeles,Point(-122.25 37.8),Point(-118.25 34.05)
http://www.wikidata.org/entity/Q237948,Ichiyō Higuchi,Japon,1872-05-02T00:00:00Z,1896-11-23T00:00:00Z,Tokyo,Tokyo,Point(139.774444 35.683889),Point(139.774444 35.683889)
http://www.wikidata.org/entity/Q946237,Pedro Alejandro Paterno,Philippines,1857-02-17T00:00:00Z,1911-03-11T00:00:00Z,Manille,Manille,Point(121.0 14.583333333),Point(121.0 14.583333333)
http://www.wikidata.org/entity/Q967627,Robert Shea,États-Unis,1933-02-13T00:00:00Z,1994-03-10T00:00:00Z,New York,New York,Point(-73.94 40.67),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q968565,William Tenn,Royaume-Uni,1920-05-09T00:00:00Z,2010-02-07T00:00:00Z,Londres,Mount Lebanon,Point(-0.1275 51.507222222),Point(-80.05 40.375)
http://www.wikidata.org/entity/Q968259,Shōtarō Yasuoka,Japon,1920-05-30T00:00:00Z,2013-01-26T00:00:00Z,Kōchi,Tokyo,Point(133.533333333 33.566666666),Point(139.774444 35.683889)
http://www.wikidata.org/entity/Q949281,Jean-Richard Bloch,France,1884-05-25T00:00:00Z,1947-03-15T00:00:00Z,Paris,Paris,Point(2.351827777 48.856577777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q947012,Muhammad Abd-el-Rahman Barker,États-Unis,1929-11-03T00:00:00Z,2012-03-16T00:00:00Z,Spokane,Minneapolis,Point(-117.5 47.658888888),Point(-93.26384 44.97997)
http://www.wikidata.org/entity/Q961328,Daniel Mainwaring,États-Unis,1902-07-22T00:00:00Z,1977-01-31T00:00:00Z,Oakland,Los Angeles,Point(-122.25 37.8),Point(-118.24368 34.05223)
http://www.wikidata.org/entity/Q948870,Earl Hamner Jr.,États-Unis,1923-07-10T00:00:00Z,2016-03-24T00:00:00Z,Schuyler,Los Angeles,Point(-78.698333333 37.7925),Point(-118.25 34.05)
http://www.wikidata.org/entity/Q967627,Robert Shea,États-Unis,1933-02-14T00:00:00Z,1994-03-10T00:00:00Z,New York,New York,Point(-73.94 40.67),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q948301,Margery Williams,Royaume-Uni de Grande-Bretagne et d'Irlande,1881-07-22T00:00:00Z,1944-09-04T00:00:00Z,Grand Londres,New York,Point(-0.083333333 51.5),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q943567,Paul Goodman,États-Unis,1911-09-09T00:00:00Z,1972-08-02T00:00:00Z,New York,New Hampshire,Point(-73.94 40.67),Point(-71.5 44.0)
http://www.wikidata.org/entity/Q937000,Cordwainer Smith,États-Unis,1913-07-11T00:00:00Z,1966-08-06T00:00:00Z,Milwaukee,Baltimore,Point(-87.90647 43.0389),Point(-76.615 39.286388888)
http://www.wikidata.org/entity/Q948301,Margery Williams,Royaume-Uni,1881-07-22T00:00:00Z,1944-09-04T00:00:00Z,Grand Londres,New York,Point(-0.083333333 51.5),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q949829,"Lloyd Biggle, Jr.",États-Unis,1923-04-17T00:00:00Z,2002-09-12T00:00:00Z,Waterloo,Ann Arbor,Point(-92.346161 42.492436),Point(-83.74833333 42.28138889)
http://www.wikidata.org/entity/Q943997,Charles Sheffield,États-Unis,1935-06-25T00:00:00Z,2002-11-02T00:00:00Z,Kingston-upon-Hull,Rockville,Point(-0.3325 53.744333),Point(-77.148333333 39.083611111)
http://www.wikidata.org/entity/Q948870,Earl Hamner Jr.,États-Unis,1923-07-10T00:00:00Z,2016-03-24T00:00:00Z,Schuyler,Los Angeles,Point(-78.698333333 37.7925),Point(-118.24368 34.05223)
http://www.wikidata.org/entity/Q941810,James Hogg,Royaume de Grande Bretagne,1770-12-09T00:00:00Z,1835-11-21T00:00:00Z,Ettrick,Ettrick,Point(-3.1708 55.4188),Point(-3.1708 55.4188)
http://www.wikidata.org/entity/Q942980,Julius Zeyer,Empire d'Autriche,1841-04-26T00:00:00Z,1901-01-29T00:00:00Z,Prague,Prague,Point(14.421388888 50.088611111),Point(14.421388888 50.088611111)
http://www.wikidata.org/entity/Q966725,Edward S. Aarons,États-Unis,1916-01-01T00:00:00Z,1975-06-16T00:00:00Z,Philadelphie,New Milford,Point(-75.163333333 39.953055555),Point(-73.40845 41.57704)
http://www.wikidata.org/entity/Q961147,René Daumal,France,1908-03-16T00:00:00Z,1944-04-21T00:00:00Z,Paris,Paris,Point(2.351827777 48.856577777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q964037,Janwillem van de Wetering,Pays-Bas,1931-02-12T00:00:00Z,2008-07-04T00:00:00Z,Rotterdam,Blue Hill,Point(4.479166666 51.930833333),Point(-68.5867 44.4139)
http://www.wikidata.org/entity/Q954383,Cecil Day-Lewis,Royaume-Uni,1904-04-27T00:00:00Z,1972-05-22T00:00:00Z,comté de Laois,district londonien d'Enfield,Point(-7.4 53.0),Point(-0.06 51.645)
http://www.wikidata.org/entity/Q967704,Jules-Henri Vernoy de Saint-Georges,France,1799-11-07T00:00:00Z,1875-12-23T00:00:00Z,Paris,Paris,Point(2.351827777 48.856577777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q958743,Gene Gauntier,États-Unis,1885-05-17T00:00:00Z,1966-12-18T00:00:00Z,Kansas City,Cuernavaca,Point(-94.583333333 39.05),Point(-99.234166666 18.918611111)
http://www.wikidata.org/entity/Q942773,Michael Blake,États-Unis,1945-07-05T00:00:00Z,2015-05-02T00:00:00Z,Fort Bragg,Tucson,Point(-78.999166666 35.139166666),Point(-110.926388888 32.221666666)
http://www.wikidata.org/entity/Q945929,James Leo Herlihy,États-Unis,1927-02-27T00:00:00Z,1993-10-21T00:00:00Z,Détroit,Los Angeles,Point(-83.0475 42.331666666),Point(-118.25 34.05)
http://www.wikidata.org/entity/Q957997,Naoya Shiga,Japon,1883-02-20T00:00:00Z,1971-10-21T00:00:00Z,Ishinomaki,Setagaya,Point(141.306111111 38.428055555),Point(139.653333333 35.646388888)
http://www.wikidata.org/entity/Q953410,Oscar Zeta Acosta,États-Unis,1935-04-08T00:00:00Z,1974-01-01T00:00:00Z,El Paso,Mexique,Point(-106.423333333 31.790277777),Point(-102.366667 23.316667)
http://www.wikidata.org/entity/Q237235,Edith Pargeter,Royaume-Uni,1913-09-28T00:00:00Z,1995-10-14T00:00:00Z,Horsehay,Telford,Point(-2.4907 52.6565),Point(-2.4475 52.679166666)
http://www.wikidata.org/entity/Q237687,Anita Brookner,Royaume-Uni,1928-07-16T00:00:00Z,2016-03-10T00:00:00Z,Londres,Londres,Point(-0.1275 51.507222222),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q234721,Djuna Barnes,États-Unis,1892-06-12T00:00:00Z,1982-06-18T00:00:00Z,État de New York,New York,Point(-75.0 43.0),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q230476,Kate Chopin,États-Unis,1850-02-08T00:00:00Z,1904-08-22T00:00:00Z,Saint-Louis,Saint-Louis,Point(-90.2 38.616666666),Point(-90.2 38.616666666)
http://www.wikidata.org/entity/Q234289,Halidé Edip Adïvar,Empire ottoman,1884-01-01T00:00:00Z,1964-01-09T00:00:00Z,Istanbul,Istanbul,Point(28.960277777 41.01),Point(28.960277777 41.01)
