Title,Artist,Nationality,Gender,Date,DateAcquired,URL,ThumbnailURL,Column
The Executive Air Traveler,Chip Lord,(American),(Male),1979,1993-09-17,http://www.moma.org/collection/works/120295,http://www.moma.org/media/W1siZiIsIjI1MDcwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=459faee5580b195b,
Bi-Coastal,Chip Lord,(American),(Male),1983,1993-09-17,http://www.moma.org/collection/works/120298,http://www.moma.org/media/W1siZiIsIjI1MDcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae87acf3e4d1f370,
Motorist,Chip Lord,(American),(Male),1989,1994-06-06,http://www.moma.org/collection/works/120299,http://www.moma.org/media/W1siZiIsIjI1MDcwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b2f826b47ddc7f5,
AUTO FIRE LIFE,Chip Lord,(American),(Male),1984,1993-09-17,http://www.moma.org/collection/works/120300,http://www.moma.org/media/W1siZiIsIjI1MDcxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bee90805d7aa808d,
Wandawega Waters,Dan Sandin,(American),(Male),1979,1981-11-16,http://www.moma.org/collection/works/120308,http://www.moma.org/media/W1siZiIsIjIyMDYyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a21fb0870ffd5525,
Ice Cream for Crow,Captain Beefheart (Don Van Vliet),(American),(Male),1982,1982-11-16,http://www.moma.org/collection/works/120309,,
How to Fly,Ed Bowes,(American),(Male),1980,1991-04-15,http://www.moma.org/collection/works/120310,http://www.moma.org/media/W1siZiIsIjIyMTc5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aa462304001f2871,
Meaning of the Interval,Edin Vélez,(American),(Male),1987,1989-12-22,http://www.moma.org/collection/works/120311,http://www.moma.org/media/W1siZiIsIjIyMTc4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fecebd6c3a3cbe19,
I Need Your Full Cooperation,Kathy High,(American),(Female),1989,1990-10-18,http://www.moma.org/collection/works/120329,http://www.moma.org/media/W1siZiIsIjE0ODAwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6594725f39eae16,
Personal Service Announcement: TV Lunch,Laurie Anderson,(American),(Female),1990,1990-09-15,http://www.moma.org/collection/works/120332,http://www.moma.org/media/W1siZiIsIjIyMDYxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=23febab676abf00c,
Personal Service Announcement: National Anthem,Laurie Anderson,(American),(Female),1990,1990-09-15,http://www.moma.org/collection/works/120333,http://www.moma.org/media/W1siZiIsIjIyMDYxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb7dfe9010227783,
Personal Service Announcement: National Debt,Laurie Anderson,(American),(Female),1990,1990-09-15,http://www.moma.org/collection/works/120334,http://www.moma.org/media/W1siZiIsIjIyMDYxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f53902789822c095,
Personal Service Announcement: Women and Money,Laurie Anderson,(American),(Female),1990,1990-09-15,http://www.moma.org/collection/works/120335,http://www.moma.org/media/W1siZiIsIjIyMDYxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c52e594a23a608ce,
Personal Service Announcement: Jerry Rigging,Laurie Anderson,(American),(Female),1990,1990-09-15,http://www.moma.org/collection/works/120336,http://www.moma.org/media/W1siZiIsIjIyMDYxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2adcee36ab97b1e4,
Casting Fair Ophelia,Mark Magill,(American),(Male),1985,1989-12-22,http://www.moma.org/collection/works/120351,http://www.moma.org/media/W1siZiIsIjIyMTc4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=68f71ad57433aa48,
All Star Video (with Ryuichi Sakamoto),Nam June Paik,(American),(Male),1984,1999-03-15,http://www.moma.org/collection/works/120357,,
An End to All Our Dreams,Nancy Buchanan,(American),(Female),1982,1990-10-01,http://www.moma.org/collection/works/120358,http://www.moma.org/media/W1siZiIsIjIyMDYyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8ede3a6e93adfd9,
Funky Squaredance,Roman Coppola,(American),(Male),2002,2003-07-07,http://www.moma.org/collection/works/120374,,
Media Hostages: Unset Blvd,Branda Miller,(American),(Female),1985,1993-09-17,http://www.moma.org/collection/works/120405,http://www.moma.org/media/W1siZiIsIjE1MTczMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3fb3bdc55bf96cf0,
Truth Through Mass Individuation,Bill Viola,(American),(Male),1976,1979-02-05,http://www.moma.org/collection/works/120409,http://www.moma.org/media/W1siZiIsIjE1MTYyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4d15296e35d24392,
Songs of Innocence,Bill Viola,(American),(Male),1976,1979-02-05,http://www.moma.org/collection/works/120410,http://www.moma.org/media/W1siZiIsIjE1MTYyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=936e9f9d0ff34531,
Junkyard Levitation,Bill Viola,(American),(Male),1976,1979-02-05,http://www.moma.org/collection/works/120411,http://www.moma.org/media/W1siZiIsIjE1MTYyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ddea4890ade74df2,
The Reflecting Pool,Bill Viola,(American),(Male),1979,1982-10-18,http://www.moma.org/collection/works/120413,http://www.moma.org/media/W1siZiIsIjE1MTcwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8db3ff1db55ba3e3,
Moonblood,Bill Viola,(American),(Male),1979,1982-10-18,http://www.moma.org/collection/works/120414,http://www.moma.org/media/W1siZiIsIjE1MTcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=02ed9e6689474c31,
Silent Life,Bill Viola,(American),(Male),1979,1982-10-18,http://www.moma.org/collection/works/120415,http://www.moma.org/media/W1siZiIsIjE1MTcxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=030de9712b1967c8,
Vegetable Memory,Bill Viola,(American),(Male),1980,1982-10-18,http://www.moma.org/collection/works/120416,http://www.moma.org/media/W1siZiIsIjE1MTcxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8087e9be8204e759,
WGG Test from Point of View: An Anthology of the Moving Image,Paul McCarthy,(American),(Male),2003,2005-10-15,http://www.moma.org/collection/works/120436,http://www.moma.org/media/W1siZiIsIjE1MTcyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ac166932540ec3ef,
Waltz from Point of View: An Anthology of the Moving Image,Joan Jonas,(American),(Female),2003,2005-10-15,http://www.moma.org/collection/works/120440,http://www.moma.org/media/W1siZiIsIjE1MTcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27b1fc013d8dd628,
Big Mouth Strikes Again,Robert Beck,(American),(Male),1995,2000-10-15,http://www.moma.org/collection/works/120446,,
Panic,Robert Beck,(American),(Male),1996,2000-10-15,http://www.moma.org/collection/works/120447,,
Girlfriend in a Coma,Robert Beck,(American),(Male),1998,2000-10-15,http://www.moma.org/collection/works/120448,,
Air Pressure (Hand) from Program Seven,Dennis Oppenheim,(American),(Male),1971,1997-07-01,,,
Returning to Fuji,Nan Hoover,(American),(Female),1984,1983-06-07,http://www.moma.org/collection/works/120526,,
Landscape,Nan Hoover,(American),(Female),1983,1983-06-07,http://www.moma.org/collection/works/120528,,
Halfsleep,Nan Hoover,(American),(Female),1984,1983-06-07,http://www.moma.org/collection/works/120529,,
Eye Watching,Nan Hoover,(American),(Female),1984,1983-06-07,http://www.moma.org/collection/works/120530,,
Sunstone,Ed Emshwiller,(American),(Male),1979,1980-03-25,http://www.moma.org/collection/works/120542,,
Crossings and Meetings,Ed Emshwiller,(American),(Male),1974,1976-11-10,http://www.moma.org/collection/works/120543,,
Sharkey's Day,Laurie Anderson,(American),(Female),1984,1986-01-02,http://www.moma.org/collection/works/120544,http://www.moma.org/media/W1siZiIsIjIyMDU5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=daee10a5f96e03d6,
Pilobolus and Joan,Ed Emshwiller,(American),(Male),1973,1998-05-12,http://www.moma.org/collection/works/120558,http://www.moma.org/media/W1siZiIsIjI1MTY2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c419d84db013815,
Perfect Leader,Max Almy,(American),(Female),1983,1984-09-01,http://www.moma.org/collection/works/120562,,
Roam Sweet Home,Ellen Spiro,(American),(Female),1996,2000-11-15,http://www.moma.org/collection/works/120566,http://www.moma.org/media/W1siZiIsIjE0ODA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd78de013a6213ba,
Kikiriki,Tony Labat,(American),(Male),1983,1984-09-01,http://www.moma.org/collection/works/120574,http://www.moma.org/media/W1siZiIsIjIyMDYwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b915ef52728cf114,
The 21st Annual World Eskimo-Indian Olympics,Skip Blumberg,(American),(Male),1983,2003-04-10,http://www.moma.org/collection/works/120577,,
Carmen,Laurie Anderson,(American),(Female),1991,2002-01-01,http://www.moma.org/collection/works/120578,,
Elephant Games,Skip Blumberg,(American),(Male),1985,2003-04-10,http://www.moma.org/collection/works/120587,,
Earle Murphy's Winter Olympics,Skip Blumberg,(American),(Male),1980,2003-03-24,http://www.moma.org/collection/works/120598,,
Spin Out,Tony Oursler,(American),(Male),1983,1984-09-15,http://www.moma.org/collection/works/120603,,
Interviews with Interviewers...about Interviewing,Skip Blumberg,(American),(Male),1985,2003-03-24,http://www.moma.org/collection/works/120608,,
Primarily Speaking,Gary Hill,(American),(Male),1983,1999-08-05,http://www.moma.org/collection/works/120614,http://www.moma.org/media/W1siZiIsIjE1MTc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bbf188b80e3b32da,
Possibly in Michigan,Cecelia Condit,(American),(Female),1983,1984-07-23,http://www.moma.org/collection/works/120621,,
Nation,Tom Kalin,(American),(Male),1992,2000-10-15,http://www.moma.org/collection/works/120711,http://www.moma.org/media/W1siZiIsIjE0ODAwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44b9dc4f67bdaf59,
Information Gladly Given but Safety Requires Unnecessary Conversation,Tom Kalin,(American),(Male),1995,2000-10-15,http://www.moma.org/collection/works/120715,http://www.moma.org/media/W1siZiIsIjE0ODAxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=188902d4d4c38b25,
Give Me Your Future,Tom Kalin,(American),(Male),1999,2000-10-15,http://www.moma.org/collection/works/120718,http://www.moma.org/media/W1siZiIsIjE0ODAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ae358c3d09588a0,
"Elke Allowing the Floor to Rise Up Over Her, Face Up",Bruce Nauman,(American),(Male),1973,2008-10-08,http://www.moma.org/collection/works/122029,http://www.moma.org/media/W1siZiIsIjE1MjU1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb1cc34760c9ba2b,
Floating Island to Travel Around Manhattan Island,Robert Smithson,(American),(Male),2005,2008-10-08,http://www.moma.org/collection/works/122036,,
I Want to Live in the Country (And Other Romances),Joan Jonas,(American),(Female),1976,1992-02-15,http://www.moma.org/collection/works/122316,,
Upsidedown and Backwards,Joan Jonas,(American),(Female),1980,1992-02-15,http://www.moma.org/collection/works/122319,,
A Tribute to John Cage,Nam June Paik,(American),(Male),1976,1992-02-15,http://www.moma.org/collection/works/122335,,
Good Morning Mr. Orwell,Nam June Paik,(American),(Male),1984,1992-02-15,http://www.moma.org/collection/works/122336,http://www.moma.org/media/W1siZiIsIjIxMzkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4303d413179e88eb,
In the Planet of the Eye,Rita Myers,(American),(Female),1984,1984-12-01,http://www.moma.org/collection/works/122338,,
Fox in the Mirror: Concert,Liliana Porter,(American),(Female),2007,2009-01-13,http://www.moma.org/collection/works/126294,http://www.moma.org/media/W1siZiIsIjE1MDY4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=294531e7d62b9bc8,
Museum Highlights: A Gallery Talk,Andrea Fraser,(American),(Female),1989,1999-09-27,http://www.moma.org/collection/works/128768,http://www.moma.org/media/W1siZiIsIjIyMDU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e81fca91f0ef75e,
Face of the Earth,Vito Acconci,(American),(Male),1974,2009-11-19,http://www.moma.org/collection/works/131020,,
Open Book,Vito Acconci,(American),(Male),1974,2009-11-19,http://www.moma.org/collection/works/131021,,
The Body Song,Jonathan Horowitz,(American),(Male),1997,2009-11-19,http://www.moma.org/collection/works/131028,http://www.moma.org/media/W1siZiIsIjE3MzQzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0289247263388571,
I Thought It Was You,Ryan McNamara,(American),(Male),2008,2009-11-19,http://www.moma.org/collection/works/131031,http://www.moma.org/media/W1siZiIsIjE4OTQzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e4f79a4ec4b9d94,
Green Pink Caviar,Marilyn Minter,(American),(Female),2009,2009-11-19,http://www.moma.org/collection/works/132420,http://www.moma.org/media/W1siZiIsIjE3MzQzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8b94b2e00c1dfc0,
Nieuw Jacxz Swinjge,Seth Price,(American),(Male),2002,2011-01-12,http://www.moma.org/collection/works/142794,,
Official Welcome,Andrea Fraser,(American),(Female),2003,2011-01-12,http://www.moma.org/collection/works/143751,http://www.moma.org/media/W1siZiIsIjIyMDk3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9279de31e1799658,
Eine Einführung In Das Sprengel Museum Hannover (An Introduction to the Sprengel Museum Hannover),Andrea Fraser,(American),(Female),1998,2011-01-12,http://www.moma.org/collection/works/143754,http://www.moma.org/media/W1siZiIsIjIyMTAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1128d5cf0ab45681,
"Reporting from São Paulo, I'm from the United States",Andrea Fraser,(American),(Female),1998,2011-01-12,http://www.moma.org/collection/works/143756,http://www.moma.org/media/W1siZiIsIjIyMTAzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f62688dde998cc1b,
Inaugural Speech,Andrea Fraser,(American),(Female),1997,2011-01-12,http://www.moma.org/collection/works/143757,http://www.moma.org/media/W1siZiIsIjIyMTA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a36df16224ca5b48,
Una Introducció a la Fundació Tàpies (An Introduction to The Antoni Tàpies Foundation),Andrea Fraser,(American),(Female),1995,2011-01-12,http://www.moma.org/collection/works/143762,http://www.moma.org/media/W1siZiIsIjIyMTA0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b80fe9792fa3de0,
Temporarily Possessed,Andrea Fraser,(American),(Female),1995,2011-01-12,http://www.moma.org/collection/works/143763,http://www.moma.org/media/W1siZiIsIjIyMTA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c5912bb14fa53c6,
Das Ästhetische Feld (The Aesthetic Field),Andrea Fraser,(American),(Female),1993,2011-01-12,http://www.moma.org/collection/works/143764,http://www.moma.org/media/W1siZiIsIjIyMTA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b1eea048191d04e,
May I Help You?,Andrea Fraser,(American),(Female),1991,2011-01-12,http://www.moma.org/collection/works/143765,http://www.moma.org/media/W1siZiIsIjIyMTgzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a888de5fc2201b47,
The Public Life of Art: The Museum,Andrea Fraser,(American),(Female),1989,2011-01-12,http://www.moma.org/collection/works/143766,http://www.moma.org/media/W1siZiIsIjI1NDk4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7055aa6b974d63ea,
Fear of Falling,Doug Hall,(American),(Male),1983,1984-09-01,http://www.moma.org/collection/works/146323,http://www.moma.org/media/W1siZiIsIjI1MDY3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b3821f9f3977901,
Sounds of Glass,Doug Hall,(American),(Male),1983,1984-09-01,http://www.moma.org/collection/works/146324,http://www.moma.org/media/W1siZiIsIjI1MDY3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7493dcad6a2b353a,
Through the Room,Doug Hall,(American),(Male),1983,1984-09-01,http://www.moma.org/collection/works/146325,http://www.moma.org/media/W1siZiIsIjI1MDY4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bfc463dec49ec8e8,
Leaning forward Gracefully,Doug Hall,(American),(Male),1983,1984-09-01,http://www.moma.org/collection/works/146326,http://www.moma.org/media/W1siZiIsIjI1MDY4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb336206f4095334,
These are the Rules,Doug Hall,(American),(Male),1983,1984-09-01,http://www.moma.org/collection/works/146327,http://www.moma.org/media/W1siZiIsIjI1MDY4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d01979cb99343fcd,
Pop-Pop Video: General Hospital/Olympic Women's Speed Skating,Dara Birnbaum,(American),(Female),1980,1980-11-18,http://www.moma.org/collection/works/146617,http://www.moma.org/media/W1siZiIsIjE1MTcyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=276b8b90b5340228,
Pop-Pop Video: Kojak/Wang,Dara Birnbaum,(American),(Female),1980,1980-11-18,http://www.moma.org/collection/works/146618,http://www.moma.org/media/W1siZiIsIjE1MTczMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0ee259ef44bb6cd,
Untitled (Eels),Patty Chang,(American),(Female),1999,2011-12-13,http://www.moma.org/collection/works/154702,http://www.moma.org/media/W1siZiIsIjI1MTY2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ec988bf1a1e9da3,
Pinocchio Pipenose Householddilemma,Paul McCarthy,(American),(Male),1994,2011-12-13,http://www.moma.org/collection/works/155243,,
"Desire, Inc",Lynn Hershman Leeson,(American),(Female),1990,2012-02-16,http://www.moma.org/collection/works/159761,http://www.moma.org/media/W1siZiIsIjI1MTYzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a9e6396037917f2c,
Seduction of a Cyborg,Lynn Hershman Leeson,(American),(Female),1994,2012-02-16,http://www.moma.org/collection/works/159762,,
The Complete Electronic Diaries,Lynn Hershman Leeson,(American),(Female),1994,2012-02-16,http://www.moma.org/collection/works/159764,http://www.moma.org/media/W1siZiIsIjI1MTY0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3333ef918bfd8f1f,
54 Days this Winter 36 Days this Spring for 18 Minutes,Dani Leventhal,(American),(Female),2009,2012-02-16,http://www.moma.org/collection/works/159784,http://www.moma.org/media/W1siZiIsIjI1MTY0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc9544506d85bd8d,
"From the PTA, the High School, and the City of Del Mar",Martha Rosler,(American),(Female),1977,2012-02-16,http://www.moma.org/collection/works/159789,http://www.moma.org/media/W1siZiIsIjI1MTY0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0f5a12d8019fac9,
Losing: A Conversation with the Parents,Martha Rosler,(American),(Female),1977,2012-02-16,http://www.moma.org/collection/works/159790,http://www.moma.org/media/W1siZiIsIjI1MTY0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=654d063a39c7b82d,
"The East is Red, The West is Bending",Martha Rosler,(American),(Female),1977,2012-02-16,http://www.moma.org/collection/works/159791,http://www.moma.org/media/W1siZiIsIjI1MTY0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be3feede320b40b1,
Domination and the Everyday,Martha Rosler,(American),(Female),1978,2012-02-16,http://www.moma.org/collection/works/159793,http://www.moma.org/media/W1siZiIsIjI1NTAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ecde662680dfc8cb,
Secrets from the Streets: No Disclosure,Martha Rosler,(American),(Female),1980,2012-02-16,http://www.moma.org/collection/works/159794,http://www.moma.org/media/W1siZiIsIjI1MTY1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c76c77bfd79826f,
Martha Rosler Reads Vogue,Martha Rosler,(American),(Female),1981,2012-02-16,http://www.moma.org/collection/works/159795,http://www.moma.org/media/W1siZiIsIjI1NTAzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=968dc05e6168613f,
Watchwords of the Eighties,Martha Rosler,(American),(Female),1982,2012-02-16,http://www.moma.org/collection/works/159798,http://www.moma.org/media/W1siZiIsIjI0MTM4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=14f9780e09579582,
"A Simple Case of Torture, or How to Sleep at Night",Martha Rosler,(American),(Female),1983,2012-02-16,http://www.moma.org/collection/works/159799,http://www.moma.org/media/W1siZiIsIjI1NTAzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9f37e6021bdccf25,
Fascination with the (Game of the) Exploding (Historical) Hollow Leg,Martha Rosler,(American),(Female),1983,2012-02-16,http://www.moma.org/collection/works/159800,http://www.moma.org/media/W1siZiIsIjI1MTY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ad4270dfccf4329d,
"If It's Too Bad to Be True, It Could Be DISINFORMATION",Martha Rosler,(American),(Female),1985,2012-02-16,http://www.moma.org/collection/works/159801,http://www.moma.org/media/W1siZiIsIjI1NTAzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce9a288e34b82e12,
Seattle: Hidden Histories 1-11,Martha Rosler,(American),(Female),1999,2012-02-16,http://www.moma.org/collection/works/159805,http://www.moma.org/media/W1siZiIsIjI1NTAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=671e68db474ed192,
How Do We Know What Home Looks Like? The Unité d'Habitation de Le Corbusier at Firminy,Martha Rosler,(American),(Female),1993,2012-02-16,http://www.moma.org/collection/works/159806,http://www.moma.org/media/W1siZiIsIjI1NTAzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99084d90fa20f320,
"The Garden Spot of the World: Greenpoint, Brooklyn",Martha Rosler,(American),(Female),1993,2012-02-16,http://www.moma.org/collection/works/159807,http://www.moma.org/media/W1siZiIsIjI0MTM5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9dcbd97ed98fa7fb,
"Chile on the Road to NAFTA, Accompanied by the National Police Band",Martha Rosler,(American),(Female),1997,2012-02-16,http://www.moma.org/collection/works/159808,http://www.moma.org/media/W1siZiIsIjI1NTA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=94ee18c3325976bf,
Prototype (God Bless America),Martha Rosler,(American),(Female),2006,2012-02-16,http://www.moma.org/collection/works/159809,http://www.moma.org/media/W1siZiIsIjI1NTA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ffb372663f390f18,
Semiotics of the Kitchen: An Audition,Martha Rosler,(American),(Female),2011,2012-02-16,http://www.moma.org/collection/works/159810,http://www.moma.org/media/W1siZiIsIjI1NTA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16d845fe468e3e4b,
My Best Thing,Frances Stark,(American),(Female),2011,2012-02-16,http://www.moma.org/collection/works/159811,http://www.moma.org/media/W1siZiIsIjI0MTI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dbd520ad2b97e0a1,
